date,route_color,route_grade,rating,style,wall,offset,comment,route_id
2019-08-28,Lime Green,V0,3,Flash,wall-slab,48.7,,a95b543a2a87118f1613f9d1a6405c58
2019-08-28,Pink,V4,3,Flash,wall-slab,118.8,,68cbc88bb87e8ea4847e9035451e84ed
2019-08-28,Yellow,V2,3,Flash,wall-slab,118.8,,c4ba75ef856a13a7268e0cfc53a14a36
2019-08-28,White,V5,3,Flash,wall-slab,118.8,,d5e87b9f9ea2fbe4d0c2ccbc25cb36c7
2019-08-28,Black,V5,3,Flash,wall-slab,118.8,,80e3645821b08bcf5de64ff8f633a67c
2019-08-28,Tan,V8,5,Red Point,wall-slab,118.8,,12e8de978b0e5b87405962f6960c422f
2019-08-28,Red,V3,3,Flash,wall-slab,118.8,,e43b557dd2a9ee8205275eb114001368
2019-08-28,Yellow,V6,3,Flash,wall-slab,118.8,,1279c0f014d89c2f1350b164d2b3b81a
2019-08-28,Lime Green,V4,3,Flash,wall-slab,192.9,,92c15a3408bc75be846c70ede690dfc9
2019-08-28,Black,V0,3,Flash,wall-slab,192.9,,7da2163c087b7efec38d3a0cb3c1c92b
2019-08-28,Blue,V4,4,Flash,wall-slab,192.9,,16115e5c09bcba49a9e0b44e3b2d21c7
2019-08-28,Pink,V5,3,Flash,wall-slab,192.9,,8c240cf8241c21fdfa124acaf4884816
2019-08-28,Yellow,V1,3,Flash,wall-slab,192.9,,e2caaccc80deddfd3b0086ee36f4546c
2019-08-27,Blue,5.12c,4,Red Point,wall-back-wall,1274.8,,f4d0f700290745d4fa16c1bb97297dba
2019-08-27,Red,5.11b,3,Onsight,wall-island,561.5,,87fa5bd33415e4cc21c5908b47cb6d7e
2019-08-27,Lime Green,5.10a,3,Onsight,wall-island,589.6,cool problem﹐ not 10a though,0b0b27207e3997e7919f9f9a13a2c4a3
2019-08-26,Yellow,V7,4,Red Point,wall-boulders,423.0,,3bf060f49d59f295193051a365068583
2019-08-26,Black,V4,3,Flash,wall-boulders,423.0,,2ac1a4d9550b84b7177b087ea87c7ab6
2019-08-26,Blue,V1,3,Flash,wall-boulders,423.0,,d44bb3bcc87ce3657f0207d47a911bb5
2019-08-26,Red,V5,3,Flash,wall-boulders,423.0,,1c0cac2ec8dad9cc6a609e702cac14e6
2019-08-26,Lime Green,V6,3,Red Point,wall-boulders,423.0,,3822ebc9d4ab9ed882adafeb3d3f0314
2019-08-26,White HIGH START,V2,3,Flash,wall-boulders,505.7,,e23c967f7f6f07cf4ae943c03728fdd2
2019-08-26,White LOW START,V3,3,Flash,wall-boulders,505.7,,5f0ca5dd740c0ed847a28e45498c997f
2019-08-26,Pink,V2,3,Flash,wall-boulders,423.0,,427592862c20764c827a3d1e4aa85cdb
2019-08-24,Yellow,5.12a,3,Onsight,wall-back-wall,1376.9,,6d0b3727ec762401e553d12034b68424
2019-08-24,Blue,5.11b,3,Onsight,wall-back-wall,608.4,,658defabf37eb3713f3041df9cac69bd
2019-08-24,Purple,5.10d,3,Onsight,wall-back-wall,532.7,,b1c3c33283a197c5f37c084e37b72b1a
2019-08-24,Blue,5.11b,3,Onsight,wall-island,127.1,,2b00305ba3f65f4a2fe22e7f95dc98c1
2019-08-24,White,5.11a,3,Onsight,wall-island,76.0,,4ffec08fc77dfe65808fbf1d39b0b1ba
2019-08-24,Pink,5.11d,3,Onsight,wall-island,43.2,,a42b685ad4a17bedbffaa772b613a276
2019-08-24,Lime Green,5.11c,3,Onsight,wall-back-wall,191.4,,8a10a1fba19ba667f9d321f28d689a46
2019-08-24,Red,5.9,3,Onsight,wall-back-wall,165.3,,b11aa27aae898c8e7da38b7dfc5f35a8
2019-08-24,Yellow,5.10c,3,Onsight,wall-back-wall,69.3,,74b2961a251ccacd600fcedfae19a33d
2019-08-24,Purple,5.10c,3,Onsight,wall-back-wall,37.7,,b1aefff0a92480d7f980b36c205c56d6
2019-08-24,Lime Green,5.9,3,Onsight,wall-back-wall,16.3,,2055a908cc9ff43d3efd8440726b966c
2019-08-24,Red,5.10a,3,Onsight,wall-island,395.6,,9c3f303b496709bbe9bd54ee4fdbd4fd
2019-08-24,Yellow,5.8,3,Onsight,wall-island,394.7,,287316120d0409bc18f17c1736d9a540
2019-08-23,Red,5.12c,4,Top Rope,wall-island,227.5,pretty fun,e89b1c4241881f01a8d67ce4f6e3cfed
2019-08-21,White,5.11d,4,Onsight,wall-back-wall,1167.3,,2cf275368462dae66a937154f6718d24
2019-08-21,Yellow,5.11d,3,Onsight,wall-island,504.9,,7eef1e35124536455f46472426aa87f7
2019-08-21,Red,5.10d,2,Onsight,wall-back-wall,1141.8,,888e3c96a8833055ea7a0bc0f7a8f8b3
2019-08-21,Pink,5.10c,3,Onsight,wall-back-wall,1098.7,,eab0cc529a1afb04efd92dd570fbfee5
2019-08-21,White,5.12d,3,Top Rope,wall-island,280.7,Felt like 11d/12a﹐ though there are definitely some harder 11s in the gym. Fun though.,ce87c51f54a6a0dd2298bfcf1cf108ed
2019-08-18,Yellow,5.12c,5,Red Point,wall-back-wall,946.0,A proud send. I had to work the moves on this over a few sessions. The crux for me was the first few moves through the crimps at the top. Great climb.,0645519ebf1ba19ab94d9530d190ff22
2019-08-18,Black,5.12a,3,Onsight,wall-island,445.8,Soft for the grade with a couple nice rests﹐ but fun.,1e00dd6146ad1ccb046cd4b9a1f69b02
2019-08-18,White,5.10a,3,Onsight,wall-island,444.9,,64d2a541fe0da74096960aa06e2e97c7
2019-08-18,Purple,5.11d,3,Red Point,wall-island,420.7,Heady crux sequence at the sixth (?) bolt.,e0620a64e2424a60d2765bfc17b2b9f3
2019-08-18,Blue,5.11c,3,Onsight,wall-island,365.2,,d3183e0bf9f02a9bec91ef3e45421913
2019-08-15,Purple,V0,3,Flash,wall-boulders,288.8,,f10a4d4da7e62f05ef746f7772c94079
2019-08-15,Red,V3,3,Red Point,wall-boulders,288.8,,70f1e42d83d2a0fdebfba775ec44aa0a
2019-08-15,Tan,V5,3,Flash,wall-boulders,288.8,,6ce6bc1b5641dab48a0695e483397714
2019-08-15,Yellow,V1,3,Flash,wall-boulders,288.8,,5d8fe7258d69f53c882118472065ac47
2019-08-15,Blue,V5,3,Red Point,wall-boulders,288.8,,e683077003fa80aea4363cb9f8f991b0
2019-08-15,Purple,V4,3,Flash,wall-boulders,288.8,,929f37755f767ba8fcae6dc1be7965d9
2019-08-15,Lime Green,V6,4,Red Point,wall-boulders,288.8,,37aba23ecdcf32f48d7e10f82b53b466
2019-08-15,Black,V1,3,Flash,wall-boulders,359.0,,625f3e41d943a2dbb2ef97d44a7dddfd
2019-08-15,Yellow,V6,3,Flash,wall-boulders,359.0,,30af3316bda6cf013c691ff7da392e99
2019-08-15,White,V3,3,Flash,wall-boulders,359.0,,581f23a2b36f83ca5892ed4deec9a829
2019-08-15,Pink,V3,3,Flash,wall-boulders,359.0,,c704c7cd8e4d17bafc3316d9b5d8690e
2019-08-15,Black,V4,3,Flash,wall-boulders,359.0,,e71a873abc2f22362390cc6600817661
2019-08-13,Blue,5.11c,5,Onsight,wall-back-wall,388.4,great movement,8f8cc5963c1a08c1c33362ae85c7ab80
2019-08-13,Red,V7,3,Red Point,wall-boulders,667.3,,26e5e3fc7b7aa23eb2340a183d7f6f1d
2019-08-05,Tan,5.10d,3,Onsight,wall-back-wall,141.7,,547df4322dc6717ab09007155db76c64
2019-08-05,White,V6,3,Flash,wall-mezzanine,114.6,,73c1fda96bdbf55ed61afd7210f12d99
2019-08-05,Black,V5,3,Flash,wall-mezzanine,114.6,,6188ad887724335b82ff6059305a1cf1
2019-08-05,Red,V3,3,Flash,wall-mezzanine,114.6,,970e1d439d6d268458191977a746d839
2019-08-05,Lime Green,V0,3,Flash,wall-mezzanine,114.6,,c35becc91d20108c4f38d75e05af4905
2019-08-05,White,V2,3,Flash,wall-mezzanine,114.6,,e1bcdf4c7edc221f1642dbae3fbd5612
2019-08-05,Blue,V4,4,Flash,wall-mezzanine,114.6,,bb3a4ab64ad67942230bcd3c9d24b8f6
2019-08-05,Yellow,V1,3,Flash,wall-mezzanine,114.6,,242cb2028e57149096377d05d639417c
2019-08-05,Black,V7,4,Red Point,wall-mezzanine,114.6,That finish match went from impossible to very comfortable. ,95352ce8aba7fc432be8429ea0e2b8d0
2019-08-05,Blue,V5,3,Flash,wall-mezzanine,114.6,,00da261339892866f1b5ed5d9756f2a8
2019-08-05,Lime Green,V4,3,Flash,wall-mezzanine,114.6,,3ca3ebdbf4fd8f67dd222d95bffa8579
2019-08-05,Black,V3,3,Flash,wall-mezzanine,39.7,,ba083da69c5ae74b27c16b526ad4b461
2019-08-05,Pink,V6,5,Red Point,wall-mezzanine,39.7,,a445b0cfe9d6df688fd10c8f6e938843
2019-08-05,Tan,V5,3,Red Point,wall-mezzanine,39.7,,2bf67d03cf69303c3d53258196e8b0e7
2019-08-05,Red,V2,3,Flash,wall-mezzanine,39.7,,4761f786ad08afcd03c838cff3404237
2019-08-05,Blue,V0,3,Flash,wall-mezzanine,39.7,,d30b307a563ee53cb4633458c56a92a2
2019-08-05,White,V5,3,Flash,wall-mezzanine,39.7,,6ed50f9e821dadade576b1cf9a39a3d1
2019-08-05,Yellow,V0,3,Flash,wall-mezzanine,39.7,,92aeabd830d75a8e2d9160edd4c4fb01
2019-08-02,Red,V7,3,Red Point,wall-boulders,161.2,,54f0324e1b3887b6f37ced74fc34cef3
2019-08-02,Red,V7,3,Red Point,wall-boulders,161.2,,b4456f60d09a604feb0e5a85573d8e34
2019-08-02,Yellow,V7,3,Red Point,wall-boulders,161.2,,3823bf4f34ea60597143917247eb1085
2019-08-02,Blue,5.11c,3,Red Point,wall-back-wall,921.4,Felt harder than the black 12d on the same wall,8ff8ccb0e9f6cadd5fac00e8cd5975d9
2019-07-30,Black,5.12d,3,Red Point,wall-back-wall,1045.1,,468bf537ad9d79c4c95732d909604162
2019-07-29,Black,5.11b,3,Onsight,wall-back-wall,1386.5,,10b2f95fab31a5225208af3d46fffd16
2019-07-28,Red,5.10c,1,Onsight,wall-back-wall,945.1,,70e00a9d01d314ceac9ca4ff2817e3df
2019-07-27,Red,5.12b,5,Red Point,wall-island,315.9,Had to work hard on this one﹐ ended up really liking it.,8f9bdd413a4fc43f890355967479a4ac
2019-07-27,White,5.11b,4,Onsight,wall-back-wall,967.8,nice movement,90e88e6a6dd99194da8e293b9f9eecfb
2019-07-24,Purple,5.12a,5,Onsight,wall-back-wall,895.6,Interesting﹐ nice bouldery big moves,15caa1753c9eb7ba7e829ff8179ab042
2019-07-24,Black,5.10d,3,Onsight,wall-back-wall,190.5,,96722ec5a6af4b7ab12468b453c4ea09
2019-07-24,Blue,5.9,3,Onsight,wall-back-wall,221.9,,90aa23562cd1f9327d6fede78e6a38e5
2019-07-24,Pink,5.11d,4,Onsight,wall-back-wall,243.4,,c4c61dac2f994f694391af970bb51085
2019-07-24,White,5.8,5,Onsight,wall-back-wall,243.6,,4344b1df591af5afa7d57831575cc8aa
2019-07-24,Purple,5.10c,3,Onsight,wall-back-wall,251.9,,35d6842afe37e98522fc771e02ae6559
2019-07-24,Black,V7,4,Red Point,wall-boulders,581.0,,222c1e81947c615fd07b79ac2acc2586
2019-07-24,Black,V7,4,Red Point,wall-slab,48.7,,ed8559cea4f56e650355b065ea9def24
2019-07-24,Lime Green,V6,4,Red Point,wall-slab,48.7,,de48b5fccc1075f35af795c863c8bd35
2019-07-24,Blue,V5,3,Red Point,wall-slab,118.8,,b735ee5fc23723f5f14eb866a7a134c1
2019-07-23,Pink,V2,3,Flash,wall-boulders,222.0,,05924c0693537187d4cb03096ffe46a6
2019-07-23,Yellow,V5,3,Flash,wall-boulders,222.0,,dd4295c254e1fe73c10f31cc8fe0c673
2019-07-23,Black,V0,3,Flash,wall-boulders,222.0,,66e3b2861fb139e80c0f70a3db293211
2019-07-23,White,V3,4,Flash,wall-boulders,87.1,,9bbc2e3293d69160945d5794d3e14b3b
2019-07-23,Red,V3,4,Flash,wall-boulders,87.1,,10ff77a009203fc65f054e56c7404b11
2019-07-23,Black,V2,3,Flash,wall-boulders,87.1,,88ce1de5a9f5a94dfe8e334a1d00e541
2019-07-23,Blue,V5,3,Flash,wall-boulders,87.1,,2f42405f19519d2694320dda0724b767
2019-07-23,White,V0,3,Flash,wall-boulders,87.1,,fd3f4e2e0f09615464bae5ba07f9ee81
2019-07-23,Lime Green,V7,3,Flash,wall-boulders,87.1,Skipped the left hold...,346d41415c04d79fa3c6101859eafd1e
2019-07-23,Lime Green,V3,3,Flash,wall-boulders,161.2,,e8076d96542c51c34bf5a33fdae6d990
2019-07-23,White,V1,3,Flash,wall-boulders,161.2,,2fb86a77df85f35098b30250861aa2a5
2019-07-23,White,V1,3,Flash,wall-boulders,161.2,,16274d2086f05c8bc15960c37b0fbabf
2019-07-23,Lime Green,V3,3,Flash,wall-boulders,161.2,,d9b5fc7a373881337bab2c6517402665
2019-07-23,Blue,V3,3,Flash,wall-boulders,161.2,,20578db1d6fea207ca9d5dfd11cce5f6
2019-07-23,Black,V4,3,Flash,wall-boulders,161.2,,3780a16a30925d61c5e9b9a206d04867
2019-07-23,Pink,V5,4,Flash,wall-boulders,161.2,The pocket finger swap was interesting,bd900a36736dacdab8b8fd16268e7f16
2019-07-23,Tan,V0,3,Flash,wall-boulders,161.2,,cd8a640ef189dfc80aa3f3ebe676ca2a
2019-07-17,Pink,V5,3,Flash,wall-slab,48.7,,23abe27a107a9dc131b34a126e870c7d
2019-07-17,Yellow,V3,3,Flash,wall-slab,48.7,,8bb82755b24c03843ffa8450a46bf7e8
2019-07-17,Tan,V0,3,Flash,wall-slab,48.7,,bb92a89554504aa6c3147433d9a18d52
2019-07-17,White,V5,3,Flash,wall-slab,48.7,,ac9b02688d9a8e2b9d1050ab2971bca1
2019-07-17,Yellow,V1,3,Flash,wall-slab,118.8,,7531357f5562b837cb424c0a37b1fe29
2019-07-17,Red,V1,3,Flash,wall-slab,118.8,,51d8673246bb3453d7277b103df5bfc0
2019-07-17,White,V2,3,Flash,wall-slab,118.8,,fe83d69e47a63aca4fac26c673570a33
2019-07-17,Tan,V3,3,Red Point,wall-slab,118.8,,1bbf3783a9ae92700503fb1ba84bc5db
2019-07-17,Black,V4,3,Flash,wall-slab,118.8,,4d57466edd49bb5d783b1ddb42928579
2019-07-17,Pink,V4,3,Flash,wall-slab,118.8,,b4979a8e98e9d7747793163867674ec3
2019-07-17,White,V6,5,Red Point,wall-slab,118.8,,59c1a573bd9a8925f4345a3856ad24c6
2019-07-17,Yellow,V2,3,Flash,wall-slab,192.9,,024ac2ea91f9dadde2a830106ba6576c
2019-07-17,Blue,V5,4,Red Point,wall-slab,192.9,,c8387124129882e7a8a487aa9c7ba2eb
2019-07-17,White,V4,3,Flash,wall-slab,192.9,,1570185f64a08df61153006a3e33dc5f
2019-07-17,Tan,V1,3,Flash,wall-slab,192.9,,d7ad535c19adf449ec1c70f7385d1dda
2019-07-17,Black,V3,3,Flash,wall-slab,192.9,,6d6103c0004d53dd3f364525450f0ed8
2019-07-17,Lime Green,V1,3,Flash,wall-slab,192.9,,f945c9a6a1b77e8d81c5c95890e65672
2019-07-09,Black,V2,3,Flash,wall-boulders,505.7,,44e6926b91538672ada48b8f3ed90aa7
2019-07-09,Lime Green Low Right,V4,3,Flash,wall-boulders,505.7,,8003cb0384b3e120e15a648b51569c44
2019-07-09,Lime Green High Right,V3,3,Flash,wall-boulders,505.7,,80715b8ea9285a07719cb07f262bbbfc
2019-07-09,Blue High,V4,3,Flash,wall-boulders,423.0,,7d4d846bba97f79a489db2b10512b09e
2019-07-09,Yellow High,V5,4,Red Point,wall-boulders,423.0,,1e268d0329179798d2f3064706ad456d
2019-07-09,Black High,V6,4,Flash,wall-boulders,423.0,,420a211e0ee63fd824edc658e768a127
2019-07-09,Lime Green,V0,3,Flash,wall-boulders,581.0,,00e85a17ac2b01aecbb44ee0964f931b
2019-07-09,Tan,V6,4,Flash,wall-boulders,581.0,,6e0db353257495d49968bdca273a2313
2019-07-09,White,V1,3,Flash,wall-boulders,581.0,,7cf75fef8979ae389e2b7c960668e4d4
2019-07-09,Blue,V4,5,Flash,wall-boulders,581.0,,a46a976281521c6f49d3e5918b59ea89
2019-07-09,Pink,V5,3,Flash,wall-boulders,423.0,,5f8f5e63ee2e1dc05767cf0d4e73d4a2
2019-07-09,Red High,V5,3,Red Point,wall-boulders,423.0,,249603057cc01dd22afe9a1fef5c7115
2019-07-06,Red,5.12b,4,Red Point,wall-island,141.6,Fun fun,decb82b841b408466c3e214464d6d6b9
2019-07-06,Black,5.9,3,Onsight,wall-auto-belay,342.5,,05bc170da7f37cdac0abc971cfbf7905
2019-07-06,Pink,5.12c,3,Top Rope,wall-auto-belay,341.8,spicy finish,3bc407d200f45201e75361099ddb557f
2019-07-06,White,5.5,3,Top Rope,wall-auto-belay,343.2,,1577ddb802b7659d0c7a7e5caa708e9c
2019-07-03,Red,V4,2,Red Point,wall-boulders,288.8,,51a75aebb7bf5286bbe390eb0e30fb3a
2019-07-03,Yellow,V0,3,Flash,wall-boulders,288.8,,f0023a9020b734a4863762f380a4bfa4
2019-07-03,Tan,V1,3,Flash,wall-boulders,288.8,,96292de46b4e248fabcbcd66b2debb12
2019-07-03,Blue,V8,3,Red Point,wall-boulders,288.8,Volumes helped,b5c1e9362c0d1a1f34d75d859137923b
2019-07-03,White,V2,3,Flash,wall-boulders,288.8,,30008c548df083af64980795154ba480
2019-07-03,Lime Green,V3,3,Red Point,wall-boulders,288.8,,894da0512af2c746df65859b1d4b46d6
2019-07-03,Yellow,V5,3,Flash,wall-boulders,288.8,,a6fa7f274dc5f01060128bd566af79d4
2019-07-03,Tan,V2,3,Flash,wall-boulders,359.0,,661b31e0eb064cc9b914c403f6a78248
2019-07-03,Red,V3,3,Flash,wall-boulders,359.0,,59ee0fe609e4fb9644badfd8c0a83cae
2019-07-03,Black,V6,5,Flash,wall-boulders,359.0,,d1cf9cc363a9c9232c5332ad22b8b04f
2019-07-03,Blue Left,V2,3,Flash,wall-boulders,359.0,,546afc075597d0419b9fa38142bd2868
2019-07-03,Green,V6,3,Red Point,wall-boulders,359.0,V5/V6,3fcc0a33a56e39c399ec39618a535f4d
2019-07-03,Blue,5.11d,3,Onsight,wall-island,590.5,,e308a05ef4a45b3f43269d2c2ab96637
2019-07-03,Pink,5.10c,3,Onsight,wall-island,560.7,,2d2d89f2311a4e8b466c58fe5eaca437
2019-07-03,Yellow,V5,3,Red Point,wall-boulders,359.0,,b2910f0d4e969430e10014b512679bc2
2019-07-03,Purple,5.12a,3,Onsight,wall-island,561.5,,e5d8b6e0417cebd4071adb0b45eb0eba
2019-06-30,Blue,V7,4,Red Point,wall-boulders,667.3,,683051e20a49efe0a56d7319a68526cb
2019-06-30,Pink,V6,3,Flash,wall-boulders,736.4,,9b96b7bdb42a7c191dc81f8331b4313c
2019-06-30,Lime Green,V6,4,Red Point,wall-boulders,736.4,,b1db6c1d3272e79c2d8dd4dd4c4463be
2019-06-28,Black,V5,3,Flash,wall-boulders,793.8,,d3a2d45593701d55788fc233588f1504
2019-06-28,Yellow,V5,3,Red Point,wall-boulders,736.4,,d449c3565034ff371fe6b52643d53e14
2019-06-28,Black,V5,4,Flash,wall-boulders,736.4,,1014e66a5332d24fad4073a8d3124cde
2019-06-28,Tan,V4,3,Red Point,wall-boulders,667.3,,92a1dfda6f20775d246716e5eedd6279
2019-06-28,Blue,V4,4,Flash,wall-boulders,736.4,,a5678d795e55e3b9b4a098ca77021bef
2019-06-28,White,V3,3,Flash,wall-boulders,793.8,,dc22e056c53bea7211bde34eaaf3b79d
2019-06-28,Red,V3,3,Flash,wall-boulders,667.3,,cb4fc02d93152b28c723804b78dcb7b7
2019-06-28,White,V2,3,Flash,wall-boulders,667.3,,9c8923a43dfdfbb7a30e15635bb87f25
2019-06-28,Lime Green,V2,4,Flash,wall-boulders,793.8,,251d52490fcdb4f8d5c9f0aa65dcfbdc
2019-06-28,Tan,V1,3,Flash,wall-boulders,793.8,,808ff2ac7d083bdad288cda3be76b4bc
2019-06-28,Yellow,V0,3,Flash,wall-boulders,793.8,,712fde24ff1ccde003d3599a5b7b22af
2019-06-28,White,5.10b,3,Onsight,wall-island,504.9,,4685685bb9dcb264f347684968d5bc74
2019-06-28,Pink,5.11b,3,Onsight,wall-back-wall,1200.6,,d5b451326b50297add8966e21258f271
2019-06-27,Red,V6,5,Flash,wall-boulders,793.8,,669fb7797907bc86a00bb2800035be2b
2019-06-25,White,5.12a,3,Red Point,wall-island,75.0,,65f9af9a938615f0a793c77652d4b3c8
2019-06-25,Red,5.11c,3,Onsight,wall-island,470.0,Maybe more like 11c. Fun moves,5f0905fbbf2eea617a08f4e3fa1d65ec
2019-06-25,Black,5.11b,3,Onsight,wall-back-wall,1175.7,,ade052ca9209279ae58bdc1189bc14c5
2019-06-25,Yellow,5.10c,3,Onsight,wall-red,24.0,,6957b08839b74bca6fc40517a45c9ace
2019-06-25,Blue,5.10b,3,Onsight,wall-auto-belay,149.5,,3a71f71cfad3b03a0b536d1be2a37d25
2019-06-25,Tan,5.8,3,Onsight,wall-auto-belay,150.1,,079cdf71146f1a0495427e173343df72
2019-06-25,Purple,5.12a,3,Onsight,wall-auto-belay,173.7,,3a8d955dcba65358cf602c2c64f2bbab
2019-06-25,Pink,5.11a,3,Onsight,wall-auto-belay,174.3,,f8db0c6decb68371fba55f9ea9089c2d
2019-06-25,Grey,5.8,3,Onsight,wall-auto-belay,174.9,,fe11812fcac7834f8a74d7e26c121ec8
2019-06-25,Blue,5.10b,3,Onsight,wall-auto-belay,196.9,,e6c65bfcc9972383397bf8da8ad04097
2019-06-25,Yellow,5.9,3,Onsight,wall-auto-belay,197.6,,7d6f7cf2d85eb971c8065fa263394d77
2019-06-25,Lime Green,5.7,3,Onsight,wall-auto-belay,198.2,,680f11478a48d5e550696f3d5e55269b
2019-06-25,Red,5.8,3,Onsight,wall-auto-belay,222.1,,ec79ea8732434926d7523c023acdfe4c
2019-06-25,Purple,5.10b,3,Onsight,wall-auto-belay,222.7,,9330fa9475d9b4878c1d0032966fe8b1
2019-06-25,White,5.7,3,Onsight,wall-auto-belay,223.4,,c3d434d10898f317038b3239448b2064
2019-06-25,Blue,5.11a,3,Onsight,wall-auto-belay,249.8,,636bc20e5e0078a73c434d938bf52ffb
2019-06-25,Yellow,5.9,3,Onsight,wall-auto-belay,250.5,,defe8581ac57cf46d7b195afe447b740
2019-06-25,Lime Green,5.6,3,Onsight,wall-auto-belay,251.1,,2f32522e3d058ab307a6e1b568b70622
2019-06-25,Pink,5.12a,4,Onsight,wall-auto-belay,273.1,crimptastic,24e4df865ba629536c2f96cfc9ab2ff6
2019-06-25,Tan,5.9,3,Onsight,wall-auto-belay,273.7,,928fe6822e8f620ec4c732d73f9dab4e
2019-06-25,Black,5.10c,4,Onsight,wall-auto-belay,274.3,,4b4a0b7db50f60e05bc1bbf48ab41a32
2019-06-25,Purple,5.9,3,Onsight,wall-auto-belay,302.7,,ff6a22ccc7f31eaae0a513e92e45a2db
2019-06-25,Lime Green,5.8,3,Onsight,wall-auto-belay,303.3,,2f2e80b079f6e41bae739c649c5c1f9b
2019-06-25,Yellow,5.10d,3,Onsight,wall-auto-belay,304.0,,5d53b964cf0a424cfba9ab65bf391342
2019-06-24,Lime Green,V8,5,Red Point,wall-slab,48.7,I enjoyed working the moves on this guy,c5bfe19488178802dcbcfc352b50b590
2019-06-20,White,V5,3,Red Point,wall-mezzanine,114.6,Aggressive finish move,fc33d9e1e568107e7e22e389576daea8
2019-06-20,Blue,V7,4,Red Point,wall-mezzanine,114.6,,fc5a9d8782a581d3c082eb044d33b13c
2019-06-20,Red,V6,2,Red Point,wall-mezzanine,114.6,As a taller climber﹐ that start was incredibly uncomfortable,c987c0b9d105f145d10a81f3e7b63f4b
2019-06-19,Pink,V3,4,Flash,wall-mezzanine,114.6,,fbc634fc6ded690b3aa43cc1bb49cf88
2019-06-19,Lime Green,V0,3,Flash,wall-mezzanine,114.6,,aa86e57d5246ce75779426b278d65036
2019-06-19,Blue,V2,3,Flash,wall-mezzanine,114.6,,11285f9012fc021cdb7172254e56ca15
2019-06-19,Yellow,V6,4,Red Point,wall-mezzanine,114.6,,1e408e17930f0165977da6fbb4646485
2019-06-19,Black,V3,3,Flash,wall-mezzanine,114.6,,4be8a4740365c4b996e349f5ed617053
2019-06-19,Tan,V1,3,Flash,wall-mezzanine,114.6,,a2f08ae1ac5a2e20202a02a64c262b59
2019-06-19,Yellow,V3,3,Flash,wall-mezzanine,39.7,,a6b87eaa911280f8dcb91999378ca22e
2019-06-19,Lime Green,V4,3,Flash,wall-mezzanine,39.7,,c4d1689c1baa960ab07bcfeffaab2375
2019-06-19,Red,V2,3,Flash,wall-mezzanine,39.7,,7818d08c66315fd5020e5b9ab6c6388d
2019-06-19,Yellow,V1,3,Flash,wall-mezzanine,39.7,,0797a78e67b6e3d050b1d94bc516105b
2019-06-19,Tan,V4,3,Flash,wall-mezzanine,39.7,,1ea1949f3a7aa7d7a0a02540ae4e5156
2019-06-19,Blue,V4,3,Red Point,wall-mezzanine,39.7,,589a5e622590b4c8cfaeb5ad47b866d8
